target,platform,amount,bribe_platform
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,1054.3486,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,696.1950,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,0.0000,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,595.0121,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,0.0000,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,0.0000,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,2553.2819,hiddenhand
0xa86e8e8CfAe8C9847fA9381d4631c13c7b3466bd,balancer,77.2438,hiddenhand
0xa86e8e8CfAe8C9847fA9381d4631c13c7b3466bd,aura,0.0000,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,180.0077,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,761.0423,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,526.2220,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,1046.1286,hiddenhand
0x6d060a785530cB13795b3c5a43320c462811d43b,balancer,104.4439,hiddenhand
0x6d060a785530cB13795b3c5a43320c462811d43b,aura,0.0000,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,230.5295,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,873.3121,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,1028.0014,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,0.0000,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,2721.2220,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,281.8887,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,3858.2825,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,411.1515,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,3119.6931,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,443.5359,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,3049.0097,hiddenhand
0x80A423a65a6a630943D9A34b8b78943af00c98cD,balancer,809.7516,hiddenhand
0x80A423a65a6a630943D9A34b8b78943af00c98cD,aura,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,7571.0391,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,671.7154,paladin
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,paladin
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,281.9764,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,1168.0518,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,balancer,591.0145,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,aura,1174.9360,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,31524.91872301729046459083409,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,575.3197302306576432771718784,
