pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,1873.6243,11353.1223,299.2216,418.9103,2952.5731,2952.5731,0.0000,1276.9320,0,1746464795
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,1868.7583,10014.0538,263.9293,369.5010,2604.3255,0.0000,2604.3255,1126.3215,0,1746457691
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,1845.9665,5548.9590,146.2477,204.7468,1443.1014,1443.1014,0.0000,624.1141,0,1746550367
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4713,3347.7760,88.2336,123.5271,0.0000,0.0000,0.0000,-494.1082,0,1746440747
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,1857.3027,3316.7353,87.4155,122.3817,0.0000,0.0000,0.0000,-489.5268,0,1746490571
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,23.2520,3021.6335,79.6378,111.4930,0.0000,0.0000,0.0000,-445.9719,0,1746399083
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,1844.6997,2019.9037,53.2364,74.5309,0.0000,0.0000,0.0000,-298.1236,0,1746527951
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,1812.4481,1822.8166,48.0420,67.2587,0.0000,0.0000,0.0000,-269.0349,0,1746439415
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0910,1079.4206,28.4491,39.8287,0.0000,0.0000,0.0000,-159.3149,0,1746547835
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,1838.3683,1061.8910,27.9871,39.1819,0.0000,0.0000,0.0000,-156.7276,0,1746460655
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,2155.9917,1027.7580,27.0875,37.9225,0.0000,0.0000,0.0000,-151.6899,0,1746358787
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,22.7074,967.2543,25.4928,35.6900,0.0000,0.0000,0.0000,-142.7599,0,1746383579
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1852.4949,801.1705,21.1156,29.5618,0.0000,0.0000,0.0000,-118.2471,0,1746224651
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,1841.7847,744.0769,19.6108,27.4551,0.0000,0.0000,0.0000,-109.8205,0,1746512399
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.1969,671.1396,17.6885,24.7639,0.0000,0.0000,0.0000,-99.0555,0,1746549707
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,1852.7978,348.4834,9.1846,12.8584,0.0000,0.0000,0.0000,-51.4337,0,1746117071
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0176,275.6616,7.2653,10.1714,0.0000,0.0000,0.0000,-40.6857,0,1746169751
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1.0485,5.8764,0.1549,0.2168,0.0000,0.0000,0.0000,-0.8673,0,1745522459
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,94522.1353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1744541807
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,1820.6065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1741216415
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1746545651
